Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType
2013,CL,Chile,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,34.6999,,,28.2856,41.7225,Did not eat food from a fast food restaurant,65.3001,,,71.7144,58.2775,137,Male,16,,C05,C44,G10,NULL,S8,A5,CL,Americas
2010,UWD,UNRWA Lebanon,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,18.0576,,,15.5197,20.9078,N/A,81.9424,,,84.4803,79.0922,2174,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,UWD,Eastern Mediterranean
2014,MV,Maldives,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,21.2112,,,15.7501,27.938,N/A,78.7888,,,84.2499,72.062,246,Male,17,,C05,C44,QNFF3G,NULL,S8,A6,MV,South-East Asia
2011,YSK,Malaysia - K,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,8.607,,,4.7822,15.0086,N/A,91.393,,,95.2178,84.9914,164,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,YSK,Western Pacific
2013,SZ,Swaziland,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,25.8775,,,19.0176,34.1679,N/A,74.1225,,,80.9824,65.8321,108,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,SZ,African
2013,KHA,Cambodia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,3.856,,,1.9751,7.3931,N/A,96.144,,,98.0249,92.6069,162,Female,17,,C05,C44,QNFF3G,NULL,S7,A6,KHA,Western Pacific
2011,SK,Saint Kitts & Nevis,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,66.3083,,,61.2727,70.999,Did not eat food from a fast food restaurant,33.6917,,,38.7273,29.001,366,Total,13,,C05,C44,G10,NULL,S1,A2,SK,Americas
2015,TL,Timor Leste,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.0083,,,62.8874,72.729,Did not eat food from a fast food restaurant,31.9917,,,37.1126,27.271,355,Female,17,,C05,C44,G10,NULL,S7,A6,TL,South-East Asia
2015,TL,Timor Leste,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,65.0622,,,56.163,73.0226,Did not eat food from a fast food restaurant,34.9378,,,43.837,26.9774,282,Male,16,,C05,C44,G10,NULL,S8,A5,TL,South-East Asia
2012,AGE,Argentina Cuidad de Buenos Aires,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,16.5464,,,8.5905,29.4932,N/A,83.4536,,,91.4095,70.5068,121,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,AGE,Americas
2012,AGK,Argentina La Pampa,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,10.6827,,,7.7321,14.5813,N/A,89.3173,,,92.2679,85.4187,466,Total,14,,C05,C44,QNFF2G,NULL,S1,A3,AGK,Americas
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,13.9015,,,9.7729,19.3992,N/A,86.0985,,,90.2271,80.6008,170,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,CW,Americas
2015,IOA,Indonesia (Java),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,26.5317,,,23.3253,30.0063,N/A,73.4683,,,76.6747,69.9937,1442,Male,13-17,,C05,C44,QNFF2G,NULL,S8,A8,IOA,South-East Asia
2015,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,56.2105,,,44.4655,67.2983,Did not eat food from a fast food restaurant,43.7895,,,55.5345,32.7017,353,Male,14,,C05,C44,G10,NULL,S8,A3,PIA,Western Pacific
2015,LS,Republic of Laos,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,7.1504,,,5.9075,8.6308,N/A,92.8496,,,94.0925,91.3692,1985,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,LS,Western Pacific
2012,AGX,Argentina Tucuman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.7386,,,3.1166,7.1426,N/A,95.2614,,,96.8834,92.8574,440,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,AGX,Americas
2014,YE,Yemen,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,29.5306,,,18.5727,43.4998,Did not eat food from a fast food restaurant,70.4694,,,81.4273,56.5002,208,Female,14,,C05,C44,G10,NULL,S7,A3,YE,Eastern Mediterranean
2015,GTC,Guatemala (Capital City Oficial),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,65.0614,,,60.5979,69.2756,Did not eat food from a fast food restaurant,34.9386,,,39.4021,30.7244,946,Female,Total,,C05,C44,G10,NULL,S7,A1,GTC,Americas
2011,LBB,Lebanon (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,61.4573,,,46.8644,74.2449,Did not eat food from a fast food restaurant,38.5427,,,53.1356,25.7551,121,Female,13,,C05,C44,G10,NULL,S7,A2,LBB,Eastern Mediterranean
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,57.782,,,47.2612,67.6411,N/A,42.218,,,52.7388,32.3589,133,Male,16,,C05,C44,QNFF3G,NULL,S8,A5,THB,South-East Asia
2012,AGE,Argentina Cuidad de Buenos Aires,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,10.241,,,7.9232,13.14,N/A,89.759,,,92.0768,86.86,298,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,AGE,Americas
2012,SN,Sudan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.5873,,,9.6926,24.1098,N/A,84.4127,,,90.3074,75.8902,485,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,SN,Eastern Mediterranean
2011,BB,Barbados,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,32.0678,,,28.0708,36.3463,N/A,67.9322,,,71.9292,63.6537,678,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,BB,Americas
2013,KHA,Cambodia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,10.3899,,,5.7165,18.1486,N/A,89.6101,,,94.2835,81.8514,267,Total,16,,C05,C44,QNFF2G,NULL,S1,A5,KHA,Western Pacific
2010,UWB,UNRWA West Bank,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.6977,,,18.4502,27.5921,N/A,77.3023,,,81.5498,72.4079,1071,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,UWB,Eastern Mediterranean
2012,AGC,Argentina Chaco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,7.4439,,,4.7371,11.5105,N/A,92.5561,,,95.2629,88.4895,376,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,AGC,Americas
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,52.411,,,44.5116,60.1916,N/A,47.589,,,55.4884,39.8084,250,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,THA,South-East Asia
2014,AF,Afghanistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,62.4075,,,52.4757,71.3951,Did not eat food from a fast food restaurant,37.5925,,,47.5243,28.6049,240,Female,13,,C05,C44,G10,NULL,S7,A2,AF,Eastern Mediterranean
2010,AE,United Arab Emirates,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,65.9014,,,60.7173,70.7311,Did not eat food from a fast food restaurant,34.0986,,,39.2827,29.2689,2171,Total,13-15,,C05,C44,G10,NULL,S1,A7,AE,Eastern Mediterranean
2012,AGR,Argentina San Juan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,25.7992,,,21.0791,31.1589,Did not eat food from a fast food restaurant,74.2008,,,78.9209,68.8411,380,Total,14,,C05,C44,G10,NULL,S1,A3,AGR,Americas
2009,MV,Maldives,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,18.6617,,,14.6804,23.4263,N/A,81.3383,,,85.3196,76.5737,444,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,MV,South-East Asia
2012,AGC,Argentina Chaco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,16.428,,,11.9046,22.2362,N/A,83.572,,,88.0954,77.7638,465,Male,Total,,C05,C44,QNFF2G,NULL,S8,A1,AGC,Americas
2015,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.8032,,,47.8135,63.5033,Did not eat food from a fast food restaurant,44.1968,,,52.1865,36.4967,606,Male,15,,C05,C44,G10,NULL,S8,A4,GT,Americas
2010,SY,Syria,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,21.6153,,,17.7838,26.0113,N/A,78.3847,,,82.2162,73.9887,949,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,SY,Eastern Mediterranean
2014,BU,Brunei Darussalam,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.8342,,,13.4062,16.3854,N/A,85.1658,,,86.5938,83.6146,2579,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,BU,Western Pacific
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,84.8825,,,77.8575,89.966,Did not eat food from a fast food restaurant,15.1175,,,22.1425,10.034,217,Female,17,,C05,C44,G10,NULL,S7,A6,THA,South-East Asia
2009,GTA,Guatemala (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,10.6585,,,7.8724,14.2778,N/A,89.3415,,,92.1276,85.7222,279,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,GTA,Americas
2012,AGC,Argentina Chaco,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,35.2564,,,26.9101,44.6113,Did not eat food from a fast food restaurant,64.7436,,,73.0899,55.3887,135,Male,15,,C05,C44,G10,NULL,S8,A4,AGC,Americas
2011,SI,Solomon Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,34.612,,,25.2608,45.3256,N/A,65.388,,,74.7392,54.6744,148,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,SI,Western Pacific
2014,AF,Afghanistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,21.5533,,,17.0948,26.7988,N/A,78.4467,,,82.9052,73.2012,525,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,AF,Eastern Mediterranean
2014,MV,Maldives,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,27.8474,,,23.1679,33.0652,N/A,72.1526,,,76.8321,66.9348,552,Total,17,,C05,C44,QNFF2G,NULL,S1,A6,MV,South-East Asia
2011,YSN,Malaysia - N,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,7.9678,,,2.3076,24.0876,N/A,92.0322,,,97.6924,75.9124,192,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,YSN,Western Pacific
2011,DZ,Algeria,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,20.1877,,,15.8377,25.3723,N/A,79.8123,,,84.1623,74.6277,562,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,DZ,African
2015,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,78.1138,,,67.6166,85.917,Did not eat food from a fast food restaurant,21.8862,,,32.3834,14.083,286,Male,14,,C05,C44,G10,NULL,S8,A3,KW,Eastern Mediterranean
2011,YSI,Malaysia - I,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,49.9228,,,38.8988,60.9543,Did not eat food from a fast food restaurant,50.0772,,,61.1012,39.0457,310,Total,13,,C05,C44,G10,NULL,S1,A2,YSI,Western Pacific
2015,SH,Seychelles,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,64.0135,,,54.6672,72.4056,Did not eat food from a fast food restaurant,35.9865,,,45.3328,27.5944,203,Female,16,,C05,C44,G10,NULL,S7,A5,SH,African
2015,IOC,Indonesia (Outside Java and Sumatra),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,41.5034,,,34.4865,48.8827,Did not eat food from a fast food restaurant,58.4966,,,65.5135,51.1173,268,Total,17,,C05,C44,G10,NULL,S1,A6,IOC,South-East Asia
2014,AF,Afghanistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,41.1575,,,31.1707,51.9299,N/A,58.8425,,,68.8293,48.0701,508,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,AF,Eastern Mediterranean
2012,AGF,Argentina Cordoba,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,32.5508,,,24.8274,41.355,Did not eat food from a fast food restaurant,67.4492,,,75.1726,58.645,223,Total,13,,C05,C44,G10,NULL,S1,A2,AGF,Americas
2015,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,37.0142,,,31.1802,43.2538,Did not eat food from a fast food restaurant,62.9858,,,68.8198,56.7462,1718,Female,Total,,C05,C44,G10,NULL,S7,A1,PIB,Western Pacific
2010,GY,Guyana,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.5303,,,24.5949,37.1916,N/A,69.4697,,,75.4051,62.8084,312,Male,15,,C05,C44,QNFF2G,NULL,S8,A4,GY,Americas
2015,SH,Seychelles,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,44.8635,,,40.0772,49.747,N/A,55.1365,,,59.9228,50.253,695,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,SH,African
2009,CR,Costa Rica,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.7875,,,13.646,20.4807,N/A,83.2125,,,86.354,79.5193,368,Female,15,,C05,C44,QNFF3G,NULL,S7,A4,CR,Americas
2012,BLA,Bolivia Highland,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,27.3473,,,24.4216,30.4821,N/A,72.6527,,,75.5784,69.5179,487,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,BLA,Americas
2015,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,47.2255,,,42.4752,52.0266,N/A,52.7745,,,57.5248,47.9734,3276,Total,13-17,,C05,C44,QNFF2G,NULL,S1,A8,KW,Eastern Mediterranean
2010,TO,Tonga,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,25.4473,,,22.0066,29.2244,N/A,74.5527,,,77.9934,70.7756,684,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,TO,Western Pacific
2015,GTA,Guatemala (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.9986,,,47.3502,64.2975,Did not eat food from a fast food restaurant,44.0014,,,52.6498,35.7025,1021,Total,Total,,C05,C44,G10,NULL,S1,A1,GTA,Americas
2011,BZ,Belize,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,23.2802,,,16.0894,32.4423,N/A,76.7198,,,83.9106,67.5577,181,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,BZ,Americas
2011,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.2933,,,15.4768,31.0107,N/A,77.7067,,,84.5232,68.9893,1234,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,PIA,Western Pacific
2012,AGV,Argentina Santiago del Estero,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,14.7419,,,10.0613,21.0893,N/A,85.2581,,,89.9387,78.9107,570,Female,Total,,C05,C44,QNFF2G,NULL,S7,A1,AGV,Americas
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,13.7889,,,9.746,19.1529,N/A,86.2111,,,90.254,80.8471,184,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,CS,Western Pacific
2011,DZA,Algeria Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,30.0691,,,20.604,41.6038,N/A,69.9309,,,79.396,58.3962,185,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,DZA,African
2011,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,19.0824,,,12.8471,27.3927,N/A,80.9176,,,87.1529,72.6073,769,Male,Total,,C05,C44,QNFF2G,NULL,S8,A1,PIA,Western Pacific
2011,MUA,Mauritius (Rodriques),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,8.0942,,,4.3683,14.5157,N/A,91.9058,,,95.6317,85.4843,163,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,MUA,African
2009,MVB,Maldives (Atolls),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,17.8586,,,13.743,22.8798,N/A,82.1414,,,86.257,77.1202,257,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,MVB,South-East Asia
